Episode,Reward,Loss,Epsilon
143,64.5,344909440.0,0.06478134189459947
144,59.666666666666664,395821228.8,0.06349731372530407
145,60.83333333333333,502407617.6,0.06223873622268715
146,62.83333333333333,434434931.2,0.06100510493018781
147,68.66666666666666,508009465.6,0.059795925390056785
148,64.0,531025126.4,0.0586107129451704
149,64.5,490779344.0,0.05744899254477285
150,65.33333333333333,573430224.0,0.05631029855406873
151,64.5,546218451.2,0.05519417456758975
152,59.00000000000001,634745779.2,0.054100173226260616
153,66.0,512166896.0,0.05302785603809089
154,64.5,651393280.0,0.05197679320242082
155,64.5,836004518.4,0.05094656343765094
156,64.5,819618531.2,0.05
157,64.5,819707161.6,0.05
158,64.0,652193232.0,0.05
159,64.5,869309385.6,0.05
160,62.0,978381798.4,0.05
161,64.5,860495001.6,0.05
162,64.5,778574828.8,0.05
163,64.5,1123383091.2,0.05
164,65.33333333333333,926828284.8,0.05
165,64.5,1017843027.2,0.05
166,64.5,838287798.4,0.05
167,64.5,988607948.8,0.05
168,62.833333333333336,1011177702.4,0.05
169,62.0,904202454.4,0.05
170,65.83333333333333,951830809.6,0.05
171,64.5,939426790.4,0.05
172,64.5,850585452.8,0.05
173,63.83333333333333,798677548.8,0.05
174,64.5,938692352.0,0.05
175,63.333333333333336,892967731.2,0.05
176,64.5,845958009.6,0.05
177,60.5,898026982.4,0.05
178,60.5,1055008601.6,0.05
179,63.16666666666667,945659296.0,0.05
180,64.5,1024755872.0,0.05
181,64.5,899058425.6,0.05
182,60.66666666666667,901102803.2,0.05
183,59.833333333333336,900991692.8,0.05
184,59.166666666666664,969724454.4,0.05
185,64.5,961179302.4,0.05
186,62.99999999999999,879210931.2,0.05
187,64.5,925215641.6,0.05
188,64.5,905704896.0,0.05
189,64.5,879930483.2,0.05
190,60.0,992042483.2,0.05
191,64.5,868454675.2,0.05
192,64.5,821750739.2,0.05
193,63.666666666666664,828245228.8,0.05
194,63.66666666666668,891930150.4,0.05
195,63.666666666666664,843767782.4,0.05
196,64.0,887057779.2,0.05
197,63.666666666666664,855228614.4,0.05
198,68.16666666666667,928770976.0,0.05
199,60.166666666666664,907770841.6,0.05
200,59.666666666666664,887350707.2,0.05
201,63.666666666666664,901201120.0,0.05
202,59.49999999999999,925719372.8,0.05
203,63.666666666666664,926279731.2,0.05
204,63.666666666666664,845783539.2,0.05
205,63.166666666666664,913013888.0,0.05
206,62.16666666666666,918045216.0,0.05
207,62.166666666666664,893688064.0,0.05
208,62.83333333333333,896237926.4,0.05
209,63.666666666666664,861053836.8,0.05
210,59.99999999999999,912316582.4,0.05
211,63.666666666666664,906326739.2,0.05
212,60.49999999999999,895698355.2,0.05
213,63.666666666666664,904821152.0,0.05
214,63.666666666666664,860727987.2,0.05
215,65.5,958216992.0,0.05
216,63.666666666666664,908486777.6,0.05
217,63.666666666666664,947096000.0,0.05
218,63.666666666666664,878323744.0,0.05
219,63.833333333333336,860829152.0,0.05
220,61.66666666666667,955428704.0,0.05
221,55.49999999999999,928957075.2,0.05
222,63.666666666666664,941036448.0,0.05
223,63.666666666666664,898434208.0,0.05
224,63.666666666666664,953741260.8,0.05
225,62.5,917747609.6,0.05
226,63.666666666666664,921607724.8,0.05
227,64.0,931447993.6,0.05
228,64.0,966660614.4,0.05
229,62.333333333333336,932300364.8,0.05
230,62.333333333333336,945778214.4,0.05
231,59.5,949761964.8,0.05
232,62.333333333333336,918746028.8,0.05
233,62.333333333333336,983070278.4,0.05
234,60.33333333333333,958458476.8,0.05
235,62.833333333333336,1021247385.6,0.05
236,62.833333333333336,922000128.0,0.05
237,61.333333333333336,900880652.8,0.05
238,62.5,888487923.2,0.05
239,62.5,873474406.4,0.05
240,61.83333333333333,881639225.6,0.05
241,62.833333333333336,881492710.4,0.05
242,59.16666666666667,839201203.2,0.05
243,62.5,870002790.4,0.05
244,62.833333333333336,832543558.4,0.05
245,59.5,925126048.0,0.05
246,58.5,768174022.4,0.05
247,59.833333333333336,811760268.8,0.05
248,59.833333333333336,909397689.6,0.05
249,59.833333333333336,844998406.4,0.05
250,59.833333333333336,877406112.0,0.05
251,59.833333333333336,814978912.0,0.05
252,59.833333333333336,829855750.4,0.05
253,59.833333333333336,804016262.4,0.05
254,59.833333333333336,839001990.4,0.05
255,59.666666666666664,829234860.8,0.05
256,59.833333333333336,801273158.4,0.05
257,55.833333333333336,734616403.2,0.05
258,59.833333333333336,809317900.8,0.05
259,57.666666666666664,778657190.4,0.05
260,59.0,791647302.4,0.05
261,57.833333333333336,690848710.4,0.05
262,59.5,855280064.0,0.05
263,54.166666666666664,724208192.0,0.05
264,56.333333333333336,676495366.4,0.05
265,59.5,680402598.4,0.05
266,57.5,758293830.4,0.05
267,59.5,735263545.6,0.05
268,59.5,739376259.2,0.05
269,59.5,679009856.0,0.05
270,57.0,666195123.2,0.05
271,57.0,714920652.8,0.05
272,57.0,672370649.6,0.05
273,60.5,688048544.0,0.05
274,59.166666666666664,646583129.6,0.05
275,58.99999999999999,657129036.8,0.05
276,59.666666666666664,688558342.4,0.05
277,59.5,632072598.4,0.05
278,59.99999999999999,607555888.0,0.05
279,59.5,626330528.0,0.05
280,55.83333333333333,629296185.6,0.05
281,55.5,653467219.2,0.05
282,58.99999999999999,622648710.4,0.05
283,58.99999999999999,550144796.8,0.05
284,57.166666666666664,579005206.4,0.05
285,58.99999999999999,610404649.6,0.05
286,52.50000000000001,567289664.0,0.05
287,57.33333333333334,586275868.8,0.05
288,58.99999999999999,579360960.0,0.05
289,58.99999999999999,568447401.6,0.05
290,61.999999999999986,627960060.8,0.05
291,58.99999999999999,668034870.4,0.05
292,58.99999999999999,605065228.8,0.05
293,58.99999999999999,588889036.8,0.05
294,59.33333333333333,614171398.4,0.05
295,58.83333333333333,582094019.2,0.05
296,58.83333333333333,616109510.4,0.05
297,54.99999999999999,597510627.2,0.05
298,59.5,618222028.8,0.05
299,61.49999999999999,609782988.8,0.05
300,59.166666666666664,641752966.4,0.05
301,58.83333333333333,639138854.4,0.05
302,58.83333333333333,668533932.8,0.05
303,58.83333333333333,620775635.2,0.05
304,58.83333333333333,608188880.0,0.05
305,58.83333333333333,659199782.4,0.05
306,62.0,643347750.4,0.05
307,59.166666666666664,653196358.4,0.05
308,58.83333333333333,635676265.6,0.05
309,59.0,557014265.6,0.05
310,59.5,700159107.2,0.05
311,60.333333333333336,609699961.6,0.05
312,59.0,639187520.0,0.05
313,59.166666666666664,599673955.2,0.05
314,59.166666666666664,669738387.2,0.05
315,58.333333333333336,660005059.2,0.05
316,59.166666666666664,660431004.8,0.05
317,54.666666666666664,708971568.0,0.05
318,59.166666666666664,758890016.0,0.05
319,59.33333333333333,735999776.0,0.05
320,59.166666666666664,698667680.0,0.05
321,59.166666666666664,723817958.4,0.05
322,59.166666666666664,753840988.8,0.05
323,59.0,796142457.6,0.05
324,56.833333333333336,906424940.8,0.05
325,56.66666666666666,777762726.4,0.05
326,59.0,727205318.4,0.05
327,59.0,756547059.2,0.05
328,59.0,725431283.2,0.05
329,63.33333333333333,816050438.4,0.05
330,59.0,921461177.6,0.05
331,55.00000000000001,798258668.8,0.05
332,59.666666666666664,874233420.8,0.05
333,59.666666666666664,880397542.4,0.05
334,61.0,940962886.4,0.05
335,59.666666666666664,869330316.8,0.05
336,59.99999999999999,802645913.6,0.05
337,59.666666666666664,946627385.6,0.05
338,59.5,939815014.4,0.05
339,59.666666666666664,884342649.6,0.05
340,59.666666666666664,1050476256.0,0.05
341,55.0,978890393.6,0.05
342,57.0,1076967955.2,0.05
343,56.666666666666664,962374182.4,0.05
344,59.666666666666664,962887430.4,0.05
345,59.666666666666664,995579315.2,0.05
346,59.666666666666664,924093427.2,0.05
347,61.333333333333336,1074562886.4,0.05
348,59.666666666666664,864089606.4,0.05
349,59.666666666666664,1039362176.0,0.05
350,59.666666666666664,993102905.6,0.05
351,59.666666666666664,1051504556.8,0.05
352,61.00000000000001,1104447244.8,0.05
353,59.666666666666664,1147430112.0,0.05
354,59.666666666666664,1049602912.0,0.05
355,61.5,1070436211.2,0.05
356,59.666666666666664,939506924.8,0.05
357,59.833333333333336,1145162041.6,0.05
358,59.833333333333336,1002329760.0,0.05
359,59.0,1031706464.0,0.05
360,59.0,1085048160.0,0.05
361,59.0,1054635392.0,0.05
362,59.0,1159451020.8,0.05
363,55.666666666666664,1132955084.8,0.05
364,59.0,1014590988.8,0.05
365,59.0,1151210092.8,0.05
366,52.333333333333336,1010391737.6,0.05
367,59.0,1115999788.8,0.05
368,59.0,1170834131.2,0.05
369,61.33333333333333,1044205555.2,0.05
370,59.5,1145147980.8,0.05
371,58.166666666666664,1014318636.8,0.05
372,59.5,1162225516.8,0.05
373,59.5,1090935500.8,0.05
374,59.5,1036791852.8,0.05
375,59.5,1307583059.2,0.05
376,58.66666666666666,1164751014.4,0.05
377,58.66666666666666,1224459353.6,0.05
378,59.5,1209695001.6,0.05
379,59.5,1139713292.8,0.05
380,59.5,997758080.0,0.05
381,59.5,1035433388.8,0.05
382,57.833333333333336,1325696704.0,0.05
383,59.5,1128401459.2,0.05
384,58.66666666666666,989470201.6,0.05
385,59.5,1117735910.4,0.05
386,59.5,1001221081.6,0.05
387,59.0,1014608140.8,0.05
388,59.5,1200634841.6,0.05
389,58.66666666666666,1044962227.2,0.05
390,59.33333333333333,1270656972.8,0.05
391,58.66666666666666,969213280.0,0.05
392,57.99999999999999,1241240275.2,0.05
393,54.833333333333336,1187424806.4,0.05
394,55.333333333333336,1067008345.6,0.05
395,58.66666666666666,1160401004.8,0.05
396,56.83333333333333,991443712.0,0.05
397,52.83333333333333,1005509017.6,0.05
398,58.66666666666666,1035457811.2,0.05
399,58.33333333333333,1029828748.8,0.05
400,58.33333333333333,1180456326.4,0.05
401,58.33333333333333,986307315.2,0.05
402,58.166666666666664,1095814112.0,0.05
403,58.33333333333333,1137388243.2,0.05
404,58.33333333333333,818042112.0,0.05
405,57.99999999999999,941075596.8,0.05
406,58.33333333333333,845866931.2,0.05
407,58.33333333333333,1106844358.4,0.05
408,58.33333333333333,881301516.8,0.05
409,58.33333333333333,828726086.4,0.05
410,53.5,903666444.8,0.05
411,58.33333333333333,955033017.6,0.05
412,56.83333333333333,825810649.6,0.05
413,58.33333333333333,911686316.8,0.05
414,58.33333333333333,971814073.6,0.05
415,56.666666666666664,916501593.6,0.05
416,55.833333333333336,733260985.6,0.05
417,53.0,761741168.0,0.05
418,56.666666666666664,781597049.6,0.05
419,60.666666666666664,837991673.6,0.05
420,56.5,902712883.2,0.05
421,57.5,841563948.8,0.05
422,56.166666666666664,879417708.8,0.05
423,56.166666666666664,794553948.8,0.05
424,56.166666666666664,724381097.6,0.05
425,56.83333333333333,718685881.6,0.05
426,56.166666666666664,706675587.2,0.05
427,58.83333333333333,629152998.4,0.05
428,59.66666666666667,606942457.6,0.05
429,58.83333333333333,734269699.2,0.05
430,58.83333333333333,709700684.8,0.05
431,58.99999999999999,755280121.6,0.05
432,55.0,600601001.6,0.05
433,57.166666666666664,643424435.2,0.05
434,58.83333333333333,641918518.4,0.05
435,58.0,737209139.2,0.05
436,56.666666666666664,593668163.2,0.05
437,58.0,578193952.0,0.05
438,56.666666666666664,548262944.0,0.05
439,59.666666666666664,606114160.0,0.05
440,53.666666666666664,691562649.6,0.05
441,53.666666666666664,588405177.6,0.05
442,53.666666666666664,564217833.6,0.05
443,53.666666666666664,716957580.8,0.05
444,56.99999999999999,672108076.8,0.05
445,59.166666666666664,580731097.6,0.05
446,58.166666666666664,530386083.2,0.05
447,56.33333333333333,508283638.4,0.05
448,56.33333333333333,499419408.0,0.05
449,55.666666666666664,581708944.0,0.05
450,55.666666666666664,409611737.6,0.05
451,56.33333333333333,459732569.6,0.05
452,56.33333333333333,411397689.6,0.05
453,56.166666666666664,480657966.4,0.05
454,58.16666666666667,502977398.4,0.05
455,55.83333333333333,467563376.0,0.05
456,60.166666666666664,414662659.2,0.05
457,54.833333333333336,437160777.6,0.05
458,55.83333333333333,437191299.2,0.05
459,55.666666666666664,417764936.0,0.05
460,56.33333333333333,458803929.6,0.05
461,55.83333333333333,355690724.8,0.05
462,55.83333333333333,377045308.8,0.05
463,55.83333333333333,342140438.4,0.05
464,53.33333333333333,342983913.6,0.05
465,55.83333333333333,287895827.2,0.05
466,54.666666666666664,297238832.0,0.05
467,54.833333333333336,389698496.0,0.05
468,55.33333333333333,307927787.2,0.05
469,55.83333333333333,303063508.8,0.05
470,51.5,337101260.8,0.05
471,54.5,299763161.6,0.05
472,51.5,313790563.2,0.05
473,51.166666666666664,286206689.6,0.05
474,53.66666666666666,245165529.6,0.05
475,51.166666666666664,241538601.6,0.05
476,57.83333333333333,205677435.2,0.05
477,51.166666666666664,327273297.6,0.05
478,51.166666666666664,266489459.2,0.05
479,51.166666666666664,267843894.4,0.05
480,54.166666666666664,178867759.2,0.05
481,55.83333333333333,219542968.0,0.05
482,55.83333333333333,192350024.8,0.05
483,51.5,196031352.0,0.05
484,55.83333333333333,214985697.6,0.05
485,55.83333333333333,221025464.0,0.05
486,51.5,175058430.4,0.05
487,51.5,153395656.8,0.05
488,54.666666666666664,207821483.2,0.05
489,55.83333333333333,165536166.4,0.05
490,56.16666666666666,196969596.0,0.05
491,55.83333333333333,176560237.6,0.05
492,55.83333333333333,167697360.0,0.05
493,56.33333333333333,231241722.4,0.05
494,56.33333333333333,164504224.0,0.05
495,54.0,168037404.0,0.05
496,56.33333333333333,135842188.0,0.05
497,56.0,147018963.2,0.05
498,55.0,130388375.2,0.05
499,56.33333333333333,139881678.4,0.05
500,56.33333333333333,135953690.4,0.05
501,56.33333333333333,154302695.2,0.05
502,56.33333333333333,189721461.6,0.05
503,55.0,148960807.2,0.05
504,56.33333333333333,122056775.2,0.05
505,56.33333333333333,151728612.0,0.05
506,56.33333333333333,122829655.2,0.05
507,56.33333333333333,134472236.8,0.05
508,55.5,122018144.0,0.05
509,56.49999999999999,120294741.6,0.05
510,55.83333333333333,131166596.0,0.05
511,56.33333333333333,126013094.4,0.05
512,51.83333333333333,163179297.6,0.05
513,56.33333333333333,105815309.6,0.05
514,55.33333333333333,117984798.4,0.05
515,56.33333333333333,139843749.6,0.05
516,56.33333333333333,106726951.2,0.05
517,51.333333333333336,140243688.8,0.05
518,56.33333333333333,112817694.4,0.05
519,56.33333333333333,103127981.6,0.05
520,56.33333333333333,123424664.8,0.05
521,56.33333333333333,118263605.6,0.05
522,56.33333333333333,150795986.4,0.05
523,56.33333333333333,94399168.8,0.05
524,56.33333333333333,95538324.0,0.05
525,56.33333333333333,91696198.4,0.05
526,56.33333333333333,100325659.6,0.05
527,56.33333333333333,119399802.8,0.05
528,55.99999999999999,97637924.4,0.05
529,56.33333333333333,87363048.4,0.05
530,55.666666666666664,108384312.8,0.05
531,56.33333333333333,89194565.2,0.05
532,52.166666666666664,105760486.4,0.05
533,58.83333333333333,92240008.8,0.05
534,58.83333333333333,84921894.4,0.05
535,58.83333333333333,90715292.0,0.05
536,58.83333333333333,93869124.4,0.05
537,55.666666666666664,85268242.8,0.05
538,58.83333333333333,67244529.6,0.05
539,58.83333333333333,85961025.6,0.05
540,58.83333333333333,75160932.8,0.05
541,54.666666666666664,80199741.2,0.05
542,56.0,86435575.2,0.05
543,58.83333333333333,95557584.8,0.05
544,59.33333333333333,72555247.2,0.05
545,58.83333333333333,84035364.0,0.05
546,58.83333333333333,86599399.6,0.05
547,55.33333333333333,74840044.8,0.05
548,58.83333333333333,60921204.0,0.05
549,58.83333333333333,74429547.6,0.05
550,58.83333333333333,80954818.8,0.05
551,58.83333333333333,69058141.6,0.05
552,58.83333333333333,77370791.6,0.05
553,58.83333333333333,75823097.2,0.05
554,60.5,57664189.6,0.05
555,58.83333333333333,57593151.2,0.05
556,59.5,66175877.2,0.05
557,59.5,67789223.6,0.05
558,60.0,74773914.0,0.05
559,59.5,61566549.2,0.05
560,55.66666666666667,72387973.2,0.05
561,59.5,55598457.6,0.05
562,59.5,59280249.6,0.05
563,59.5,56960006.8,0.05
564,59.5,63369605.6,0.05
565,59.5,56136560.8,0.05
566,55.83333333333333,55854281.6,0.05
567,59.5,55746031.6,0.05
568,59.5,56997749.6,0.05
569,60.5,54215807.0,0.05
570,59.5,59946236.0,0.05
571,59.5,44253063.8,0.05
572,59.5,51271056.4,0.05
573,57.5,49944370.8,0.05
574,59.5,50944829.2,0.05
575,59.5,50937054.0,0.05
576,59.5,50038767.8,0.05
577,59.833333333333336,66151428.4,0.05
578,59.33333333333333,49567381.4,0.05
579,54.0,46229666.8,0.05
580,59.5,43507440.4,0.05
581,60.5,53471949.8,0.05
582,59.5,42373926.2,0.05
583,59.5,42754142.6,0.05
584,57.5,52423504.8,0.05
585,55.5,44392279.4,0.05
586,59.5,55191202.4,0.05
587,59.5,50134765.6,0.05
588,59.5,52080008.8,0.05
589,59.5,39640484.0,0.05
590,59.33333333333333,46858972.4,0.05
591,59.5,58467217.6,0.05
592,59.5,43393983.2,0.05
593,59.5,43005916.6,0.05
594,55.5,45529238.0,0.05
595,56.333333333333336,39978354.2,0.05
596,56.333333333333336,41317001.8,0.05
597,59.5,50136301.2,0.05
598,60.166666666666664,41172821.6,0.05
599,56.0,36007305.6,0.05
600,59.833333333333336,39995818.2,0.05
601,59.5,39945592.8,0.05
602,59.5,41905081.8,0.05
603,55.66666666666667,35682683.6,0.05
604,55.66666666666667,40250077.0,0.05
605,59.5,48842940.4,0.05
606,59.5,43396778.2,0.05
607,59.5,41301962.0,0.05
608,59.5,40439993.4,0.05
609,63.0,38364003.2,0.05
610,59.5,48287158.8,0.05
611,59.0,36673352.0,0.05
612,63.0,37314973.4,0.05
613,63.0,35499266.2,0.05
614,63.0,41145271.6,0.05
615,63.0,36890107.0,0.05
616,63.0,40586935.2,0.05
617,59.333333333333336,40496074.6,0.05
618,62.666666666666664,39268961.6,0.05
619,59.33333333333333,37310277.6,0.05
620,60.16666666666667,30553982.0,0.05
621,63.0,37100467.9,0.05
622,63.0,41945958.6,0.05
623,59.5,36918629.8,0.05
624,63.0,37285758.0,0.05
625,63.0,37074154.8,0.05
626,63.0,32717311.0,0.05
627,59.5,34299059.8,0.05
628,62.666666666666664,37437294.4,0.05
629,63.0,35912710.6,0.05
630,59.0,32226955.4,0.05
631,61.33333333333333,27666175.6,0.05
632,60.66666666666667,35705554.6,0.05
633,59.16666666666667,30245996.6,0.05
634,63.0,34929720.8,0.05
635,63.0,30832205.2,0.05
636,63.0,35657299.8,0.05
637,59.33333333333333,36089816.6,0.05
638,63.0,33637517.8,0.05
639,63.0,38608792.2,0.05
640,61.66666666666667,35705282.6,0.05
641,63.5,32452150.0,0.05
642,63.0,35836478.2,0.05
643,63.333333333333336,33398278.2,0.05
644,59.33333333333333,39067897.0,0.05
645,63.0,36374624.0,0.05
646,59.33333333333333,30512086.2,0.05
647,63.0,30162113.0,0.05
648,63.0,30273400.4,0.05
649,58.83333333333333,26191660.8,0.05
650,59.166666666666664,28737031.4,0.05
651,63.0,28305207.4,0.05
652,62.833333333333336,29403254.2,0.05
653,63.0,34699910.2,0.05
654,63.0,37439612.8,0.05
655,57.66666666666667,29663492.2,0.05
656,63.0,25823772.3,0.05
657,63.0,37844051.2,0.05
658,63.0,24752034.8,0.05
659,63.0,31608314.2,0.05
660,63.0,29920590.0,0.05
661,58.83333333333333,32434608.2,0.05
662,61.16666666666667,36846639.6,0.05
663,63.0,28521668.8,0.05
664,63.0,33523585.6,0.05
665,63.0,31872255.8,0.05
666,59.5,26653505.8,0.05
667,63.0,33628172.4,0.05
668,63.0,32373409.2,0.05
669,63.0,27772719.5,0.05
670,63.0,25530866.2,0.05
671,63.0,24283720.7,0.05
672,63.0,30136548.2,0.05
673,63.0,24354894.3,0.05
674,63.666666666666664,24649033.4,0.05
675,63.0,21654703.6,0.05
676,63.0,18910907.0,0.05
677,60.166666666666664,24386850.4,0.05
678,63.0,27001579.2,0.05
679,64.0,25491729.3,0.05
680,58.83333333333333,20722772.9,0.05
681,60.16666666666667,25848269.9,0.05
682,59.33333333333333,27974846.5,0.05
683,64.0,22694744.2,0.05
684,59.5,24346141.2,0.05
685,64.0,22254665.8,0.05
686,60.0,19558895.0,0.05
687,63.666666666666664,21499681.8,0.05
688,64.0,19738297.1,0.05
689,64.0,19984124.7,0.05
690,64.0,20862148.1,0.05
691,64.0,21416668.1,0.05
692,59.5,20738679.5,0.05
693,60.5,20599298.6,0.05
694,64.0,20966986.7,0.05
695,60.33333333333333,22141892.4,0.05
696,64.0,18437065.4,0.05
697,64.0,23106912.0,0.05
698,62.5,21060050.9,0.05
699,60.33333333333333,20844192.6,0.05
700,59.5,21767996.6,0.05
701,62.666666666666664,18232954.1,0.05
702,64.0,18108911.4,0.05
703,56.166666666666664,24642897.5,0.05
704,64.0,18689060.5,0.05
705,64.0,18051156.6,0.05
706,64.0,15602401.2,0.05
707,64.0,16052534.5,0.05
708,64.0,21373441.4,0.05
