element,name,target_gw,target_minutes,target_points
361,Darko Gyabi,14,0,0.0
361,Darko Gyabi,15,0,0.0
361,Darko Gyabi,16,0,0.0
361,Darko Gyabi,17,0,0.0
361,Darko Gyabi,18,0,0.0
361,Darko Gyabi,19,0,0.0
361,Darko Gyabi,20,0,0.0
361,Darko Gyabi,21,0,0.0
361,Darko Gyabi,22,0,0.0
361,Darko Gyabi,23,0,0.0
361,Darko Gyabi,24,0,0.0
361,Darko Gyabi,25,0,0.0
361,Darko Gyabi,26,0,0.0
361,Darko Gyabi,27,0,0.0
361,Darko Gyabi,28,0,0.0
361,Darko Gyabi,29,0,0.0
362,Joël Piroe,6,0,0.0
362,Joël Piroe,7,11,1.0
362,Joël Piroe,8,17,1.0
362,Joël Piroe,9,0,0.0
362,Joël Piroe,10,0,0.0
362,Joël Piroe,11,16,1.0
362,Joël Piroe,12,10,1.0
362,Joël Piroe,13,0,0.0
362,Joël Piroe,14,4,1.0
362,Joël Piroe,15,3,1.0
362,Joël Piroe,16,0,0.0
362,Joël Piroe,17,3,1.0
362,Joël Piroe,18,0,0.0
362,Joël Piroe,19,0,0.0
362,Joël Piroe,20,3,1.0
362,Joël Piroe,21,0,0.0
362,Joël Piroe,22,0,0.0
362,Joël Piroe,23,0,0.0
362,Joël Piroe,24,5,1.0
362,Joël Piroe,25,0,0.0
362,Joël Piroe,26,0,0.0
362,Joël Piroe,27,0,0.0
362,Joël Piroe,28,3,1.0
362,Joël Piroe,29,6,1.0
363,Patrick Bamford,6,0,0.0
363,Patrick Bamford,7,0,0.0
363,Patrick Bamford,8,0,0.0
363,Patrick Bamford,9,0,0.0
363,Patrick Bamford,10,0,0.0
363,Patrick Bamford,11,0,0.0
363,Patrick Bamford,12,0,0.0
363,Patrick Bamford,13,0,0.0
363,Patrick Bamford,14,0,0.0
363,Patrick Bamford,15,0,0.0
363,Patrick Bamford,16,0,0.0
363,Patrick Bamford,17,0,0.0
363,Patrick Bamford,18,0,0.0
363,Patrick Bamford,19,0,0.0
363,Patrick Bamford,20,0,0.0
363,Patrick Bamford,21,0,0.0
363,Patrick Bamford,22,0,0.0
363,Patrick Bamford,23,0,0.0
363,Patrick Bamford,24,0,0.0
363,Patrick Bamford,25,0,0.0
363,Patrick Bamford,26,0,0.0
363,Patrick Bamford,27,0,0.0
363,Patrick Bamford,28,0,0.0
363,Patrick Bamford,29,0,0.0
364,Mateo Joseph Fernández-Regatillo,6,0,0.0
364,Mateo Joseph Fernández-Regatillo,7,0,0.0
364,Mateo Joseph Fernández-Regatillo,8,0,0.0
364,Mateo Joseph Fernández-Regatillo,9,0,0.0
364,Mateo Joseph Fernández-Regatillo,10,0,0.0
364,Mateo Joseph Fernández-Regatillo,11,0,0.0
364,Mateo Joseph Fernández-Regatillo,12,0,0.0
364,Mateo Joseph Fernández-Regatillo,13,0,0.0
364,Mateo Joseph Fernández-Regatillo,14,0,0.0
364,Mateo Joseph Fernández-Regatillo,15,0,0.0
364,Mateo Joseph Fernández-Regatillo,16,0,0.0
364,Mateo Joseph Fernández-Regatillo,17,0,0.0
364,Mateo Joseph Fernández-Regatillo,18,0,0.0
364,Mateo Joseph Fernández-Regatillo,19,0,0.0
364,Mateo Joseph Fernández-Regatillo,20,0,0.0
364,Mateo Joseph Fernández-Regatillo,21,0,0.0
364,Mateo Joseph Fernández-Regatillo,22,0,0.0
364,Mateo Joseph Fernández-Regatillo,23,0,0.0
364,Mateo Joseph Fernández-Regatillo,24,0,0.0
364,Mateo Joseph Fernández-Regatillo,25,0,0.0
364,Mateo Joseph Fernández-Regatillo,26,0,0.0
364,Mateo Joseph Fernández-Regatillo,27,0,0.0
364,Mateo Joseph Fernández-Regatillo,28,0,0.0
364,Mateo Joseph Fernández-Regatillo,29,0,0.0
365,Lukas Nmecha,6,1,1.0
365,Lukas Nmecha,7,11,1.0
365,Lukas Nmecha,8,24,1.0
365,Lukas Nmecha,9,3,1.0
365,Lukas Nmecha,10,25,1.0
365,Lukas Nmecha,11,73,8.0
365,Lukas Nmecha,12,70,8.0
365,Lukas Nmecha,13,81,4.0
365,Lukas Nmecha,14,66,2.0
365,Lukas Nmecha,15,0,0.0
365,Lukas Nmecha,16,0,0.0
365,Lukas Nmecha,17,0,0.0
365,Lukas Nmecha,18,17,1.0
365,Lukas Nmecha,19,69,2.0
365,Lukas Nmecha,20,15,1.0
365,Lukas Nmecha,21,3,1.0
365,Lukas Nmecha,22,9,7.0
365,Lukas Nmecha,23,0,0.0
365,Lukas Nmecha,24,0,0.0
365,Lukas Nmecha,25,0,0.0
365,Lukas Nmecha,26,81,11.0
365,Lukas Nmecha,27,17,1.0
365,Lukas Nmecha,28,25,1.0
365,Lukas Nmecha,29,28,1.0
366,Alisson Becker,6,90,2.0
366,Alisson Becker,7,0,0.0
366,Alisson Becker,8,0,0.0
366,Alisson Becker,9,0,0.0
366,Alisson Becker,10,0,0.0
366,Alisson Becker,11,0,0.0
366,Alisson Becker,12,90,2.0
366,Alisson Becker,13,90,6.0
366,Alisson Becker,14,90,3.0
366,Alisson Becker,15,90,1.0
366,Alisson Becker,16,90,7.0
366,Alisson Becker,17,90,3.0
366,Alisson Becker,18,90,3.0
366,Alisson Becker,19,90,6.0
366,Alisson Becker,20,90,1.0
366,Alisson Becker,21,90,10.0
366,Alisson Becker,22,90,2.0
366,Alisson Becker,23,90,1.0
366,Alisson Becker,24,90,2.0
366,Alisson Becker,25,90,1.0
366,Alisson Becker,26,90,7.0
366,Alisson Becker,27,90,7.0
366,Alisson Becker,28,90,2.0
366,Alisson Becker,29,90,1.0
367,Giorgi Mamardashvili,6,0,0.0
367,Giorgi Mamardashvili,7,90,2.0
367,Giorgi Mamardashvili,8,90,1.0
367,Giorgi Mamardashvili,9,90,2.0
367,Giorgi Mamardashvili,10,90,7.0
367,Giorgi Mamardashvili,11,90,7.0
367,Giorgi Mamardashvili,12,0,0.0
367,Giorgi Mamardashvili,13,0,0.0
367,Giorgi Mamardashvili,14,0,0.0
367,Giorgi Mamardashvili,15,0,0.0
367,Giorgi Mamardashvili,16,0,0.0
367,Giorgi Mamardashvili,17,0,0.0
367,Giorgi Mamardashvili,18,0,0.0
367,Giorgi Mamardashvili,19,0,0.0
367,Giorgi Mamardashvili,20,0,0.0
367,Giorgi Mamardashvili,21,0,0.0
367,Giorgi Mamardashvili,22,0,0.0
367,Giorgi Mamardashvili,23,0,0.0
367,Giorgi Mamardashvili,24,0,0.0
367,Giorgi Mamardashvili,25,0,0.0
367,Giorgi Mamardashvili,26,0,0.0
367,Giorgi Mamardashvili,27,0,0.0
367,Giorgi Mamardashvili,28,0,0.0
367,Giorgi Mamardashvili,29,0,0.0
368,Ármin Pécsi,6,0,0.0
368,Ármin Pécsi,7,0,0.0
368,Ármin Pécsi,8,0,0.0
368,Ármin Pécsi,9,0,0.0
368,Ármin Pécsi,10,0,0.0
368,Ármin Pécsi,11,0,0.0
368,Ármin Pécsi,12,0,0.0
368,Ármin Pécsi,13,0,0.0
368,Ármin Pécsi,14,0,0.0
368,Ármin Pécsi,15,0,0.0
368,Ármin Pécsi,16,0,0.0
368,Ármin Pécsi,17,0,0.0
368,Ármin Pécsi,18,0,0.0
368,Ármin Pécsi,19,0,0.0
368,Ármin Pécsi,20,0,0.0
368,Ármin Pécsi,21,0,0.0
368,Ármin Pécsi,22,0,0.0
368,Ármin Pécsi,23,0,0.0
368,Ármin Pécsi,24,0,0.0
368,Ármin Pécsi,25,0,0.0
368,Ármin Pécsi,26,0,0.0
368,Ármin Pécsi,27,0,0.0
368,Ármin Pécsi,28,0,0.0
368,Ármin Pécsi,29,0,0.0
369,Freddie Woodman,6,0,0.0
369,Freddie Woodman,7,0,0.0
369,Freddie Woodman,8,0,0.0
369,Freddie Woodman,9,0,0.0
369,Freddie Woodman,10,0,0.0
369,Freddie Woodman,11,0,0.0
369,Freddie Woodman,12,0,0.0
369,Freddie Woodman,13,0,0.0
369,Freddie Woodman,14,0,0.0
369,Freddie Woodman,15,0,0.0
369,Freddie Woodman,16,0,0.0
369,Freddie Woodman,17,0,0.0
369,Freddie Woodman,18,0,0.0
369,Freddie Woodman,19,0,0.0
369,Freddie Woodman,20,0,0.0
369,Freddie Woodman,21,0,0.0
369,Freddie Woodman,22,0,0.0
369,Freddie Woodman,23,0,0.0
369,Freddie Woodman,24,0,0.0
369,Freddie Woodman,25,0,0.0
369,Freddie Woodman,26,0,0.0
369,Freddie Woodman,27,0,0.0
369,Freddie Woodman,28,0,0.0
369,Freddie Woodman,29,0,0.0
370,Jeremie Frimpong,6,16,1.0
370,Jeremie Frimpong,7,0,0.0
370,Jeremie Frimpong,8,5,1.0
370,Jeremie Frimpong,9,0,0.0
370,Jeremie Frimpong,10,0,0.0
370,Jeremie Frimpong,11,0,0.0
370,Jeremie Frimpong,12,0,0.0
370,Jeremie Frimpong,13,0,0.0
370,Jeremie Frimpong,14,0,0.0
370,Jeremie Frimpong,15,0,0.0
370,Jeremie Frimpong,16,0,0.0
370,Jeremie Frimpong,17,30,4.0
370,Jeremie Frimpong,18,90,5.0
370,Jeremie Frimpong,19,83,6.0
370,Jeremie Frimpong,20,14,4.0
370,Jeremie Frimpong,21,90,6.0
370,Jeremie Frimpong,22,90,2.0
370,Jeremie Frimpong,23,58,0.0
370,Jeremie Frimpong,24,0,0.0
370,Jeremie Frimpong,25,0,0.0
370,Jeremie Frimpong,26,0,0.0
370,Jeremie Frimpong,27,0,0.0
370,Jeremie Frimpong,28,13,4.0
370,Jeremie Frimpong,29,71,7.0
371,Milos Kerkez,6,90,1.0
371,Milos Kerkez,7,54,1.0
371,Milos Kerkez,8,90,1.0
371,Milos Kerkez,9,60,6.0
371,Milos Kerkez,10,0,0.0
371,Milos Kerkez,11,34,1.0
371,Milos Kerkez,12,67,1.0
371,Milos Kerkez,13,84,6.0
371,Milos Kerkez,14,4,1.0
371,Milos Kerkez,15,90,1.0
371,Milos Kerkez,16,90,7.0
371,Milos Kerkez,17,90,2.0
371,Milos Kerkez,18,90,2.0
371,Milos Kerkez,19,24,1.0
371,Milos Kerkez,20,90,1.0
371,Milos Kerkez,21,90,9.0
371,Milos Kerkez,22,77,1.0
371,Milos Kerkez,23,45,0.0
371,Milos Kerkez,24,90,5.0
371,Milos Kerkez,25,90,1.0
371,Milos Kerkez,26,0,0.0
371,Milos Kerkez,27,82,6.0
371,Milos Kerkez,28,90,1.0
371,Milos Kerkez,29,64,6.0
372,Andrew Robertson,6,0,0.0
372,Andrew Robertson,7,35,1.0
372,Andrew Robertson,8,0,0.0
372,Andrew Robertson,9,29,1.0
372,Andrew Robertson,10,90,8.0
372,Andrew Robertson,11,55,0.0
372,Andrew Robertson,12,22,1.0
372,Andrew Robertson,13,5,1.0
372,Andrew Robertson,14,85,2.0
372,Andrew Robertson,15,0,0.0
372,Andrew Robertson,16,12,1.0
372,Andrew Robertson,17,1,1.0
372,Andrew Robertson,18,0,0.0
372,Andrew Robertson,19,65,6.0
372,Andrew Robertson,20,0,0.0
372,Andrew Robertson,21,0,0.0
372,Andrew Robertson,22,12,1.0
372,Andrew Robertson,23,45,1.0
372,Andrew Robertson,24,0,0.0
372,Andrew Robertson,25,0,0.0
372,Andrew Robertson,26,90,8.0
372,Andrew Robertson,27,7,1.0
372,Andrew Robertson,28,0,0.0
372,Andrew Robertson,29,25,0.0
373,Virgil van Dijk,6,90,2.0
373,Virgil van Dijk,7,90,1.0
373,Virgil van Dijk,8,90,3.0
373,Virgil van Dijk,9,90,3.0
373,Virgil van Dijk,10,90,5.0
373,Virgil van Dijk,11,90,1.0
373,Virgil van Dijk,12,90,3.0
373,Virgil van Dijk,13,90,6.0
373,Virgil van Dijk,14,90,4.0
373,Virgil van Dijk,15,90,2.0
373,Virgil van Dijk,16,90,6.0
373,Virgil van Dijk,17,90,2.0
373,Virgil van Dijk,18,90,2.0
373,Virgil van Dijk,19,90,6.0
373,Virgil van Dijk,20,90,1.0
373,Virgil van Dijk,21,90,6.0
373,Virgil van Dijk,22,90,2.0
373,Virgil van Dijk,23,90,9.0
373,Virgil van Dijk,24,90,4.0
373,Virgil van Dijk,25,90,0.0
373,Virgil van Dijk,26,90,17.0
373,Virgil van Dijk,27,90,11.0
373,Virgil van Dijk,28,90,7.0
373,Virgil van Dijk,29,90,1.0
374,Ibrahima Konaté,6,73,3.0
374,Ibrahima Konaté,7,55,1.0
374,Ibrahima Konaté,8,90,3.0
374,Ibrahima Konaté,9,90,3.0
374,Ibrahima Konaté,10,90,8.0
374,Ibrahima Konaté,11,90,1.0
374,Ibrahima Konaté,12,54,0.0
374,Ibrahima Konaté,13,90,8.0
374,Ibrahima Konaté,14,90,4.0
374,Ibrahima Konaté,15,90,1.0
374,Ibrahima Konaté,16,90,9.0
374,Ibrahima Konaté,17,90,1.0
374,Ibrahima Konaté,18,90,2.0
374,Ibrahima Konaté,19,90,7.0
374,Ibrahima Konaté,20,90,1.0
374,Ibrahima Konaté,21,90,7.0
374,Ibrahima Konaté,22,90,2.0
374,Ibrahima Konaté,23,0,0.0
374,Ibrahima Konaté,24,90,11.0
374,Ibrahima Konaté,25,90,1.0
374,Ibrahima Konaté,26,90,6.0
374,Ibrahima Konaté,27,90,9.0
374,Ibrahima Konaté,28,90,1.0
374,Ibrahima Konaté,29,78,2.0
375,Conor Bradley,6,45,1.0
375,Conor Bradley,7,45,0.0
375,Conor Bradley,8,61,2.0
375,Conor Bradley,9,61,4.0
375,Conor Bradley,10,90,6.0
375,Conor Bradley,11,82,0.0
375,Conor Bradley,12,0,0.0
375,Conor Bradley,13,0,0.0
375,Conor Bradley,14,0,0.0
375,Conor Bradley,15,67,5.0
375,Conor Bradley,16,0,0.0
375,Conor Bradley,17,45,1.0
375,Conor Bradley,18,29,1.0
375,Conor Bradley,19,78,6.0
375,Conor Bradley,20,90,8.0
375,Conor Bradley,21,90,6.0
375,Conor Bradley,22,0,0.0
375,Conor Bradley,23,0,0.0
375,Conor Bradley,24,0,0.0
375,Conor Bradley,25,0,0.0
375,Conor Bradley,26,0,0.0
375,Conor Bradley,27,0,0.0
375,Conor Bradley,28,0,0.0
375,Conor Bradley,29,0,0.0
376,Joe Gomez,6,0,0.0
376,Joe Gomez,7,0,0.0
376,Joe Gomez,8,0,0.0
376,Joe Gomez,9,7,1.0
376,Joe Gomez,10,0,0.0
376,Joe Gomez,11,7,1.0
376,Joe Gomez,12,0,0.0
376,Joe Gomez,13,90,11.0
376,Joe Gomez,14,64,5.0
376,Joe Gomez,15,22,-1.0
376,Joe Gomez,16,25,4.0
376,Joe Gomez,17,0,0.0
376,Joe Gomez,18,0,0.0
376,Joe Gomez,19,0,0.0
376,Joe Gomez,20,1,1.0
376,Joe Gomez,21,1,1.0
376,Joe Gomez,22,0,0.0
376,Joe Gomez,23,33,0.0
376,Joe Gomez,24,0,0.0
376,Joe Gomez,25,0,0.0
376,Joe Gomez,26,21,1.0
376,Joe Gomez,27,7,1.0
376,Joe Gomez,28,76,1.0
376,Joe Gomez,29,18,0.0
377,Konstantinos Tsimikas,6,0,0.0
377,Konstantinos Tsimikas,7,0,0.0
377,Konstantinos Tsimikas,8,0,0.0
377,Konstantinos Tsimikas,9,0,0.0
377,Konstantinos Tsimikas,10,0,0.0
377,Konstantinos Tsimikas,11,0,0.0
377,Konstantinos Tsimikas,12,0,0.0
377,Konstantinos Tsimikas,13,0,0.0
377,Konstantinos Tsimikas,14,0,0.0
377,Konstantinos Tsimikas,15,0,0.0
377,Konstantinos Tsimikas,16,0,0.0
377,Konstantinos Tsimikas,17,0,0.0
377,Konstantinos Tsimikas,18,0,0.0
377,Konstantinos Tsimikas,19,0,0.0
377,Konstantinos Tsimikas,20,0,0.0
377,Konstantinos Tsimikas,21,0,0.0
377,Konstantinos Tsimikas,22,0,0.0
377,Konstantinos Tsimikas,23,0,0.0
377,Konstantinos Tsimikas,24,0,0.0
377,Konstantinos Tsimikas,25,0,0.0
377,Konstantinos Tsimikas,26,0,0.0
377,Konstantinos Tsimikas,27,0,0.0
377,Konstantinos Tsimikas,28,0,0.0
377,Konstantinos Tsimikas,29,0,0.0
378,Amara Nallo,6,0,0.0
378,Amara Nallo,7,0,0.0
378,Amara Nallo,8,0,0.0
378,Amara Nallo,9,0,0.0
378,Amara Nallo,10,0,0.0
378,Amara Nallo,11,0,0.0
378,Amara Nallo,12,0,0.0
378,Amara Nallo,13,0,0.0
378,Amara Nallo,14,0,0.0
378,Amara Nallo,15,0,0.0
378,Amara Nallo,16,0,0.0
378,Amara Nallo,17,0,0.0
378,Amara Nallo,18,0,0.0
378,Amara Nallo,19,0,0.0
378,Amara Nallo,20,0,0.0
378,Amara Nallo,21,0,0.0
378,Amara Nallo,22,0,0.0
378,Amara Nallo,23,0,0.0
378,Amara Nallo,24,0,0.0
378,Amara Nallo,25,0,0.0
378,Amara Nallo,26,0,0.0
378,Amara Nallo,27,0,0.0
378,Amara Nallo,28,0,0.0
378,Amara Nallo,29,0,0.0
379,Rhys Williams,6,0,0.0
379,Rhys Williams,7,0,0.0
379,Rhys Williams,8,0,0.0
379,Rhys Williams,9,0,0.0
379,Rhys Williams,10,0,0.0
379,Rhys Williams,11,0,0.0
379,Rhys Williams,12,0,0.0
379,Rhys Williams,13,0,0.0
379,Rhys Williams,14,0,0.0
379,Rhys Williams,15,0,0.0
379,Rhys Williams,16,0,0.0
379,Rhys Williams,17,0,0.0
379,Rhys Williams,18,0,0.0
379,Rhys Williams,19,0,0.0
379,Rhys Williams,20,0,0.0
379,Rhys Williams,21,0,0.0
379,Rhys Williams,22,0,0.0
379,Rhys Williams,23,0,0.0
379,Rhys Williams,24,0,0.0
379,Rhys Williams,25,0,0.0
379,Rhys Williams,26,0,0.0
379,Rhys Williams,27,0,0.0
379,Rhys Williams,28,0,0.0
379,Rhys Williams,29,0,0.0
380,Calvin Ramsay,6,0,0.0
380,Calvin Ramsay,7,0,0.0
380,Calvin Ramsay,8,0,0.0
380,Calvin Ramsay,9,0,0.0
380,Calvin Ramsay,10,0,0.0
380,Calvin Ramsay,11,0,0.0
380,Calvin Ramsay,12,0,0.0
380,Calvin Ramsay,13,0,0.0
380,Calvin Ramsay,14,0,0.0
380,Calvin Ramsay,15,0,0.0
380,Calvin Ramsay,16,0,0.0
380,Calvin Ramsay,17,0,0.0
380,Calvin Ramsay,18,0,0.0
380,Calvin Ramsay,19,0,0.0
380,Calvin Ramsay,20,0,0.0
380,Calvin Ramsay,21,0,0.0
380,Calvin Ramsay,22,0,0.0
380,Calvin Ramsay,23,0,0.0
380,Calvin Ramsay,24,0,0.0
380,Calvin Ramsay,25,0,0.0
380,Calvin Ramsay,26,0,0.0
380,Calvin Ramsay,27,0,0.0
380,Calvin Ramsay,28,0,0.0
380,Calvin Ramsay,29,0,0.0
381,Mohamed Salah,6,90,2.0
381,Mohamed Salah,7,90,2.0
381,Mohamed Salah,8,84,2.0
381,Mohamed Salah,9,90,6.0
381,Mohamed Salah,10,90,10.0
381,Mohamed Salah,11,90,2.0
381,Mohamed Salah,12,90,2.0
381,Mohamed Salah,13,0,0.0
381,Mohamed Salah,14,45,1.0
381,Mohamed Salah,15,0,0.0
381,Mohamed Salah,16,64,7.0
381,Mohamed Salah,17,0,0.0
381,Mohamed Salah,18,0,0.0
381,Mohamed Salah,19,0,0.0
381,Mohamed Salah,20,0,0.0
381,Mohamed Salah,21,0,0.0
381,Mohamed Salah,22,0,0.0
381,Mohamed Salah,23,90,5.0
381,Mohamed Salah,24,83,5.0
381,Mohamed Salah,25,90,2.0
381,Mohamed Salah,26,90,6.0
381,Mohamed Salah,27,76,3.0
381,Mohamed Salah,28,90,2.0
381,Mohamed Salah,29,90,9.0
382,Florian Wirtz,6,73,2.0
382,Florian Wirtz,7,45,1.0
382,Florian Wirtz,8,28,1.0
382,Florian Wirtz,9,82,2.0
382,Florian Wirtz,10,13,1.0
382,Florian Wirtz,11,82,2.0
382,Florian Wirtz,12,0,0.0
382,Florian Wirtz,13,74,3.0
382,Florian Wirtz,14,90,7.0
382,Florian Wirtz,15,67,3.0
382,Florian Wirtz,16,77,5.0
382,Florian Wirtz,17,90,8.0
382,Florian Wirtz,18,90,10.0
382,Florian Wirtz,19,65,3.0
382,Florian Wirtz,20,75,10.0
382,Florian Wirtz,21,90,3.0
382,Florian Wirtz,22,90,10.0
382,Florian Wirtz,23,90,2.0
382,Florian Wirtz,24,86,12.0
382,Florian Wirtz,25,90,2.0
382,Florian Wirtz,26,90,3.0
382,Florian Wirtz,27,0,0.0
382,Florian Wirtz,28,0,0.0
382,Florian Wirtz,29,0,0.0
383,Luis Díaz Marulanda,6,0,0.0
383,Luis Díaz Marulanda,7,0,0.0
383,Luis Díaz Marulanda,8,0,0.0
383,Luis Díaz Marulanda,9,0,0.0
383,Luis Díaz Marulanda,10,0,0.0
383,Luis Díaz Marulanda,11,0,0.0
383,Luis Díaz Marulanda,12,0,0.0
383,Luis Díaz Marulanda,13,0,0.0
383,Luis Díaz Marulanda,14,0,0.0
383,Luis Díaz Marulanda,15,0,0.0
383,Luis Díaz Marulanda,16,0,0.0
383,Luis Díaz Marulanda,17,0,0.0
383,Luis Díaz Marulanda,18,0,0.0
383,Luis Díaz Marulanda,19,0,0.0
383,Luis Díaz Marulanda,20,0,0.0
383,Luis Díaz Marulanda,21,0,0.0
383,Luis Díaz Marulanda,22,0,0.0
383,Luis Díaz Marulanda,23,0,0.0
383,Luis Díaz Marulanda,24,0,0.0
383,Luis Díaz Marulanda,25,0,0.0
383,Luis Díaz Marulanda,26,0,0.0
383,Luis Díaz Marulanda,27,0,0.0
383,Luis Díaz Marulanda,28,0,0.0
383,Luis Díaz Marulanda,29,0,0.0
384,Cody Gakpo,6,45,1.0
384,Cody Gakpo,7,90,7.0
384,Cody Gakpo,8,90,7.0
384,Cody Gakpo,9,60,2.0
384,Cody Gakpo,10,90,3.0
384,Cody Gakpo,11,34,1.0
384,Cody Gakpo,12,90,2.0
384,Cody Gakpo,13,90,14.0
384,Cody Gakpo,14,45,1.0
384,Cody Gakpo,15,82,2.0
384,Cody Gakpo,16,0,0.0
384,Cody Gakpo,17,0,0.0
384,Cody Gakpo,18,4,1.0
384,Cody Gakpo,19,24,1.0
384,Cody Gakpo,20,90,6.0
384,Cody Gakpo,21,90,3.0
384,Cody Gakpo,22,77,2.0
384,Cody Gakpo,23,73,2.0
384,Cody Gakpo,24,90,4.0
384,Cody Gakpo,25,84,2.0
384,Cody Gakpo,26,74,3.0
384,Cody Gakpo,27,76,3.0
384,Cody Gakpo,28,90,6.0
384,Cody Gakpo,29,64,3.0
385,Federico Chiesa,6,16,5.0
385,Federico Chiesa,7,0,0.0
385,Federico Chiesa,8,18,4.0
385,Federico Chiesa,9,29,1.0
385,Federico Chiesa,10,0,0.0
385,Federico Chiesa,11,7,1.0
385,Federico Chiesa,12,22,0.0
385,Federico Chiesa,13,0,0.0
385,Federico Chiesa,14,4,1.0
385,Federico Chiesa,15,0,0.0
385,Federico Chiesa,16,7,1.0
385,Federico Chiesa,17,1,1.0
385,Federico Chiesa,18,60,2.0
385,Federico Chiesa,19,11,1.0
385,Federico Chiesa,20,5,1.0
385,Federico Chiesa,21,0,0.0
385,Federico Chiesa,22,3,1.0
385,Federico Chiesa,23,0,0.0
385,Federico Chiesa,24,6,1.0
385,Federico Chiesa,25,1,1.0
385,Federico Chiesa,26,2,1.0
385,Federico Chiesa,27,13,1.0
385,Federico Chiesa,28,0,0.0
385,Federico Chiesa,29,11,1.0
386,Alexis Mac Allister,6,64,2.0
386,Alexis Mac Allister,7,85,2.0
386,Alexis Mac Allister,8,61,2.0
386,Alexis Mac Allister,9,28,1.0
386,Alexis Mac Allister,10,90,6.0
386,Alexis Mac Allister,11,73,1.0
386,Alexis Mac Allister,12,90,2.0
386,Alexis Mac Allister,13,90,3.0
386,Alexis Mac Allister,14,73,2.0
386,Alexis Mac Allister,15,22,1.0
386,Alexis Mac Allister,16,90,3.0
386,Alexis Mac Allister,17,90,1.0
386,Alexis Mac Allister,18,90,2.0
386,Alexis Mac Allister,19,24,1.0
386,Alexis Mac Allister,20,90,2.0
386,Alexis Mac Allister,21,90,2.0
386,Alexis Mac Allister,22,12,1.0
386,Alexis Mac Allister,23,58,1.0
386,Alexis Mac Allister,24,90,1.0
386,Alexis Mac Allister,25,90,2.0
386,Alexis Mac Allister,26,90,3.0
386,Alexis Mac Allister,27,90,13.0
386,Alexis Mac Allister,28,90,9.0
386,Alexis Mac Allister,29,90,2.0
387,Dominik Szoboszlai,6,90,5.0
387,Dominik Szoboszlai,7,90,1.0
387,Dominik Szoboszlai,8,90,4.0
387,Dominik Szoboszlai,9,90,10.0
387,Dominik Szoboszlai,10,90,2.0
387,Dominik Szoboszlai,11,90,1.0
387,Dominik Szoboszlai,12,90,2.0
387,Dominik Szoboszlai,13,90,3.0
387,Dominik Szoboszlai,14,90,2.0
387,Dominik Szoboszlai,15,90,8.0
387,Dominik Szoboszlai,16,82,3.0
387,Dominik Szoboszlai,17,90,1.0
387,Dominik Szoboszlai,18,0,0.0
387,Dominik Szoboszlai,19,90,3.0
387,Dominik Szoboszlai,20,90,2.0
387,Dominik Szoboszlai,21,90,3.0
387,Dominik Szoboszlai,22,90,0.0
387,Dominik Szoboszlai,23,90,13.0
387,Dominik Szoboszlai,24,90,5.0
387,Dominik Szoboszlai,25,90,8.0
387,Dominik Szoboszlai,26,0,0.0
387,Dominik Szoboszlai,27,90,3.0
387,Dominik Szoboszlai,28,90,4.0
387,Dominik Szoboszlai,29,90,5.0
388,Curtis Jones,6,25,1.0
388,Curtis Jones,7,34,1.0
388,Curtis Jones,8,28,1.0
388,Curtis Jones,9,69,2.0
388,Curtis Jones,10,0,0.0
388,Curtis Jones,11,16,0.0
388,Curtis Jones,12,77,2.0
388,Curtis Jones,13,15,1.0
388,Curtis Jones,14,25,1.0
388,Curtis Jones,15,90,2.0
388,Curtis Jones,16,90,3.0
388,Curtis Jones,17,90,2.0
388,Curtis Jones,18,90,5.0
388,Curtis Jones,19,65,3.0
388,Curtis Jones,20,84,2.0
388,Curtis Jones,21,0,0.0
388,Curtis Jones,22,86,5.0
388,Curtis Jones,23,31,1.0
388,Curtis Jones,24,6,1.0
388,Curtis Jones,25,5,1.0
388,Curtis Jones,26,15,1.0
388,Curtis Jones,27,82,3.0
388,Curtis Jones,28,0,0.0
388,Curtis Jones,29,45,1.0
389,Harvey Elliott,6,45,1.0
389,Harvey Elliott,7,0,0.0
389,Harvey Elliott,8,0,0.0
389,Harvey Elliott,9,0,0.0
389,Harvey Elliott,10,0,0.0
389,Harvey Elliott,11,0,0.0
389,Harvey Elliott,12,0,0.0
389,Harvey Elliott,13,0,0.0
389,Harvey Elliott,14,0,0.0
389,Harvey Elliott,15,0,0.0
389,Harvey Elliott,16,0,0.0
389,Harvey Elliott,17,0,0.0
389,Harvey Elliott,18,0,0.0
389,Harvey Elliott,19,0,0.0
389,Harvey Elliott,20,0,0.0
389,Harvey Elliott,21,0,0.0
389,Harvey Elliott,22,0,0.0
389,Harvey Elliott,23,0,0.0
389,Harvey Elliott,24,13,1.0
389,Harvey Elliott,25,0,0.0
389,Harvey Elliott,26,0,0.0
389,Harvey Elliott,27,0,0.0
389,Harvey Elliott,28,0,0.0
389,Harvey Elliott,29,0,0.0
390,Ryan Gravenberch,6,90,8.0
390,Ryan Gravenberch,7,90,2.0
390,Ryan Gravenberch,8,61,2.0
390,Ryan Gravenberch,9,0,0.0
390,Ryan Gravenberch,10,90,11.0
390,Ryan Gravenberch,11,90,2.0
390,Ryan Gravenberch,12,90,1.0
390,Ryan Gravenberch,13,90,3.0
390,Ryan Gravenberch,14,90,5.0
390,Ryan Gravenberch,15,90,5.0
390,Ryan Gravenberch,16,90,5.0
