element,name,target_gw,target_minutes,target_points
1,David Raya Martín,6,90,2.0
1,David Raya Martín,7,90,6.0
1,David Raya Martín,8,90,6.0
1,David Raya Martín,9,90,6.0
1,David Raya Martín,10,90,6.0
1,David Raya Martín,11,90,1.0
1,David Raya Martín,12,90,2.0
1,David Raya Martín,13,90,3.0
1,David Raya Martín,14,90,6.0
1,David Raya Martín,15,90,2.0
1,David Raya Martín,16,90,2.0
1,David Raya Martín,17,90,7.0
1,David Raya Martín,18,90,2.0
1,David Raya Martín,19,90,2.0
1,David Raya Martín,20,90,1.0
1,David Raya Martín,21,90,6.0
1,David Raya Martín,22,90,6.0
1,David Raya Martín,23,90,1.0
1,David Raya Martín,24,90,6.0
1,David Raya Martín,25,90,7.0
1,David Raya Martín,26,180,3.0
1,David Raya Martín,27,90,3.0
1,David Raya Martín,28,90,3.0
1,David Raya Martín,29,90,7.0
2,Kepa Arrizabalaga Revuelta,6,0,0.0
2,Kepa Arrizabalaga Revuelta,7,0,0.0
2,Kepa Arrizabalaga Revuelta,8,0,0.0
2,Kepa Arrizabalaga Revuelta,9,0,0.0
2,Kepa Arrizabalaga Revuelta,10,0,0.0
2,Kepa Arrizabalaga Revuelta,11,0,0.0
2,Kepa Arrizabalaga Revuelta,12,0,0.0
2,Kepa Arrizabalaga Revuelta,13,0,0.0
2,Kepa Arrizabalaga Revuelta,14,0,0.0
2,Kepa Arrizabalaga Revuelta,15,0,0.0
2,Kepa Arrizabalaga Revuelta,16,0,0.0
2,Kepa Arrizabalaga Revuelta,17,0,0.0
2,Kepa Arrizabalaga Revuelta,18,0,0.0
2,Kepa Arrizabalaga Revuelta,19,0,0.0
2,Kepa Arrizabalaga Revuelta,20,0,0.0
2,Kepa Arrizabalaga Revuelta,21,0,0.0
2,Kepa Arrizabalaga Revuelta,22,0,0.0
2,Kepa Arrizabalaga Revuelta,23,0,0.0
2,Kepa Arrizabalaga Revuelta,24,0,0.0
2,Kepa Arrizabalaga Revuelta,25,0,0.0
2,Kepa Arrizabalaga Revuelta,26,0,0.0
2,Kepa Arrizabalaga Revuelta,27,0,0.0
2,Kepa Arrizabalaga Revuelta,28,0,0.0
2,Kepa Arrizabalaga Revuelta,29,0,0.0
3,Karl Hein,6,0,0.0
3,Karl Hein,7,0,0.0
3,Karl Hein,8,0,0.0
3,Karl Hein,9,0,0.0
3,Karl Hein,10,0,0.0
3,Karl Hein,11,0,0.0
3,Karl Hein,12,0,0.0
3,Karl Hein,13,0,0.0
3,Karl Hein,14,0,0.0
3,Karl Hein,15,0,0.0
3,Karl Hein,16,0,0.0
3,Karl Hein,17,0,0.0
3,Karl Hein,18,0,0.0
3,Karl Hein,19,0,0.0
3,Karl Hein,20,0,0.0
3,Karl Hein,21,0,0.0
3,Karl Hein,22,0,0.0
3,Karl Hein,23,0,0.0
3,Karl Hein,24,0,0.0
3,Karl Hein,25,0,0.0
3,Karl Hein,26,0,0.0
3,Karl Hein,27,0,0.0
3,Karl Hein,28,0,0.0
3,Karl Hein,29,0,0.0
4,Tommy Setford,6,0,0.0
4,Tommy Setford,7,0,0.0
4,Tommy Setford,8,0,0.0
4,Tommy Setford,9,0,0.0
4,Tommy Setford,10,0,0.0
4,Tommy Setford,11,0,0.0
4,Tommy Setford,12,0,0.0
4,Tommy Setford,13,0,0.0
4,Tommy Setford,14,0,0.0
4,Tommy Setford,15,0,0.0
4,Tommy Setford,16,0,0.0
4,Tommy Setford,17,0,0.0
4,Tommy Setford,18,0,0.0
4,Tommy Setford,19,0,0.0
4,Tommy Setford,20,0,0.0
4,Tommy Setford,21,0,0.0
4,Tommy Setford,22,0,0.0
4,Tommy Setford,23,0,0.0
4,Tommy Setford,24,0,0.0
4,Tommy Setford,25,0,0.0
4,Tommy Setford,26,0,0.0
4,Tommy Setford,27,0,0.0
4,Tommy Setford,28,0,0.0
4,Tommy Setford,29,0,0.0
5,Gabriel dos Santos Magalhães,6,90,13.0
5,Gabriel dos Santos Magalhães,7,90,9.0
5,Gabriel dos Santos Magalhães,8,90,12.0
5,Gabriel dos Santos Magalhães,9,90,9.0
5,Gabriel dos Santos Magalhães,10,90,12.0
5,Gabriel dos Santos Magalhães,11,90,1.0
5,Gabriel dos Santos Magalhães,12,0,0.0
5,Gabriel dos Santos Magalhães,13,0,0.0
5,Gabriel dos Santos Magalhães,14,0,0.0
5,Gabriel dos Santos Magalhães,15,0,0.0
5,Gabriel dos Santos Magalhães,16,0,0.0
5,Gabriel dos Santos Magalhães,17,0,0.0
5,Gabriel dos Santos Magalhães,18,19,1.0
5,Gabriel dos Santos Magalhães,19,76,15.0
5,Gabriel dos Santos Magalhães,20,90,9.0
5,Gabriel dos Santos Magalhães,21,90,6.0
5,Gabriel dos Santos Magalhães,22,90,8.0
5,Gabriel dos Santos Magalhães,23,90,1.0
5,Gabriel dos Santos Magalhães,24,90,8.0
5,Gabriel dos Santos Magalhães,25,90,6.0
5,Gabriel dos Santos Magalhães,26,180,7.0
5,Gabriel dos Santos Magalhães,27,90,2.0
5,Gabriel dos Santos Magalhães,28,90,9.0
5,Gabriel dos Santos Magalhães,29,90,11.0
6,William Saliba,6,45,1.0
6,William Saliba,7,90,6.0
6,William Saliba,8,90,6.0
6,William Saliba,9,45,1.0
6,William Saliba,10,90,6.0
6,William Saliba,11,90,1.0
6,William Saliba,12,90,2.0
6,William Saliba,13,0,0.0
6,William Saliba,14,0,0.0
6,William Saliba,15,0,0.0
6,William Saliba,16,90,2.0
6,William Saliba,17,90,6.0
6,William Saliba,18,90,2.0
6,William Saliba,19,90,2.0
6,William Saliba,20,90,1.0
6,William Saliba,21,90,7.0
6,William Saliba,22,90,8.0
6,William Saliba,23,90,1.0
6,William Saliba,24,90,6.0
6,William Saliba,25,90,7.0
6,William Saliba,26,90,1.0
6,William Saliba,27,90,2.0
6,William Saliba,28,90,10.0
6,William Saliba,29,0,0.0
7,Riccardo Calafiori,6,69,1.0
7,Riccardo Calafiori,7,74,6.0
7,Riccardo Calafiori,8,90,6.0
7,Riccardo Calafiori,9,81,6.0
7,Riccardo Calafiori,10,71,6.0
7,Riccardo Calafiori,11,90,1.0
7,Riccardo Calafiori,12,90,2.0
7,Riccardo Calafiori,13,45,0.0
7,Riccardo Calafiori,14,90,7.0
7,Riccardo Calafiori,15,85,1.0
7,Riccardo Calafiori,16,0,0.0
7,Riccardo Calafiori,17,90,6.0
7,Riccardo Calafiori,18,0,0.0
7,Riccardo Calafiori,19,0,0.0
7,Riccardo Calafiori,20,0,0.0
7,Riccardo Calafiori,21,0,0.0
7,Riccardo Calafiori,22,0,0.0
7,Riccardo Calafiori,23,0,0.0
7,Riccardo Calafiori,24,15,1.0
7,Riccardo Calafiori,25,66,6.0
7,Riccardo Calafiori,26,10,2.0
7,Riccardo Calafiori,27,0,0.0
7,Riccardo Calafiori,28,0,0.0
7,Riccardo Calafiori,29,26,1.0
8,Jurriën Timber,6,90,2.0
8,Jurriën Timber,7,90,11.0
8,Jurriën Timber,8,90,6.0
8,Jurriën Timber,9,90,6.0
8,Jurriën Timber,10,90,6.0
8,Jurriën Timber,11,90,1.0
8,Jurriën Timber,12,90,5.0
8,Jurriën Timber,13,90,2.0
8,Jurriën Timber,14,46,1.0
8,Jurriën Timber,15,90,3.0
8,Jurriën Timber,16,90,2.0
8,Jurriën Timber,17,90,6.0
8,Jurriën Timber,18,0,0.0
8,Jurriën Timber,19,82,9.0
8,Jurriën Timber,20,90,3.0
8,Jurriën Timber,21,90,6.0
8,Jurriën Timber,22,90,5.0
8,Jurriën Timber,23,90,1.0
8,Jurriën Timber,24,90,5.0
8,Jurriën Timber,25,90,6.0
8,Jurriën Timber,26,180,3.0
8,Jurriën Timber,27,56,3.0
8,Jurriën Timber,28,90,8.0
8,Jurriën Timber,29,90,13.0
9,Jakub Kiwior,6,0,0.0
9,Jakub Kiwior,7,0,0.0
9,Jakub Kiwior,8,0,0.0
9,Jakub Kiwior,9,0,0.0
9,Jakub Kiwior,10,0,0.0
9,Jakub Kiwior,11,0,0.0
9,Jakub Kiwior,12,0,0.0
9,Jakub Kiwior,13,0,0.0
9,Jakub Kiwior,14,0,0.0
9,Jakub Kiwior,15,0,0.0
9,Jakub Kiwior,16,0,0.0
9,Jakub Kiwior,17,0,0.0
9,Jakub Kiwior,18,0,0.0
9,Jakub Kiwior,19,0,0.0
9,Jakub Kiwior,20,0,0.0
9,Jakub Kiwior,21,0,0.0
9,Jakub Kiwior,22,0,0.0
9,Jakub Kiwior,23,0,0.0
9,Jakub Kiwior,24,0,0.0
9,Jakub Kiwior,25,0,0.0
9,Jakub Kiwior,26,0,0.0
9,Jakub Kiwior,27,0,0.0
9,Jakub Kiwior,28,0,0.0
9,Jakub Kiwior,29,0,0.0
10,Myles Lewis-Skelly,6,2,1.0
10,Myles Lewis-Skelly,7,15,1.0
10,Myles Lewis-Skelly,8,0,0.0
10,Myles Lewis-Skelly,9,2,1.0
10,Myles Lewis-Skelly,10,1,1.0
10,Myles Lewis-Skelly,11,0,0.0
10,Myles Lewis-Skelly,12,1,1.0
10,Myles Lewis-Skelly,13,45,0.0
10,Myles Lewis-Skelly,14,0,0.0
10,Myles Lewis-Skelly,15,4,1.0
10,Myles Lewis-Skelly,16,59,1.0
10,Myles Lewis-Skelly,17,0,0.0
10,Myles Lewis-Skelly,18,70,1.0
10,Myles Lewis-Skelly,19,13,1.0
10,Myles Lewis-Skelly,20,0,0.0
10,Myles Lewis-Skelly,21,33,1.0
10,Myles Lewis-Skelly,22,0,0.0
10,Myles Lewis-Skelly,23,0,0.0
10,Myles Lewis-Skelly,24,0,0.0
10,Myles Lewis-Skelly,25,0,0.0
10,Myles Lewis-Skelly,26,0,0.0
10,Myles Lewis-Skelly,27,0,0.0
10,Myles Lewis-Skelly,28,0,0.0
10,Myles Lewis-Skelly,29,0,0.0
11,Benjamin White,6,0,0.0
11,Benjamin White,7,0,0.0
11,Benjamin White,8,0,0.0
11,Benjamin White,9,0,0.0
11,Benjamin White,10,0,0.0
11,Benjamin White,11,0,0.0
11,Benjamin White,12,0,0.0
11,Benjamin White,13,0,0.0
11,Benjamin White,14,90,14.0
11,Benjamin White,15,90,1.0
11,Benjamin White,16,30,1.0
11,Benjamin White,17,0,0.0
11,Benjamin White,18,0,0.0
11,Benjamin White,19,7,1.0
11,Benjamin White,20,0,0.0
11,Benjamin White,21,0,0.0
11,Benjamin White,22,90,6.0
11,Benjamin White,23,32,1.0
11,Benjamin White,24,0,0.0
11,Benjamin White,25,0,0.0
11,Benjamin White,26,0,0.0
11,Benjamin White,27,0,0.0
11,Benjamin White,28,0,0.0
11,Benjamin White,29,0,0.0
12,Oleksandr Zinchenko,6,90,2.0
12,Oleksandr Zinchenko,7,0,0.0
12,Oleksandr Zinchenko,8,73,1.0
12,Oleksandr Zinchenko,9,0,0.0
12,Oleksandr Zinchenko,10,0,0.0
12,Oleksandr Zinchenko,11,0,0.0
12,Oleksandr Zinchenko,12,0,0.0
12,Oleksandr Zinchenko,13,0,0.0
12,Oleksandr Zinchenko,14,0,0.0
12,Oleksandr Zinchenko,15,0,0.0
12,Oleksandr Zinchenko,16,0,0.0
12,Oleksandr Zinchenko,17,9,1.0
12,Oleksandr Zinchenko,18,0,0.0
12,Oleksandr Zinchenko,19,90,1.0
12,Oleksandr Zinchenko,20,0,0.0
12,Oleksandr Zinchenko,21,0,0.0
12,Oleksandr Zinchenko,22,0,0.0
12,Oleksandr Zinchenko,23,0,0.0
12,Oleksandr Zinchenko,24,0,0.0
12,Oleksandr Zinchenko,25,0,0.0
12,Oleksandr Zinchenko,26,0,0.0
12,Oleksandr Zinchenko,27,0,0.0
12,Oleksandr Zinchenko,28,0,0.0
12,Oleksandr Zinchenko,29,0,0.0
13,Brayden Clarke,6,0,0.0
13,Brayden Clarke,7,0,0.0
13,Brayden Clarke,8,0,0.0
13,Brayden Clarke,9,0,0.0
13,Brayden Clarke,10,0,0.0
13,Brayden Clarke,11,0,0.0
13,Brayden Clarke,12,0,0.0
13,Brayden Clarke,13,0,0.0
13,Brayden Clarke,14,0,0.0
13,Brayden Clarke,15,0,0.0
13,Brayden Clarke,16,0,0.0
13,Brayden Clarke,17,0,0.0
13,Brayden Clarke,18,0,0.0
13,Brayden Clarke,19,0,0.0
13,Brayden Clarke,20,0,0.0
13,Brayden Clarke,21,0,0.0
13,Brayden Clarke,22,0,0.0
13,Brayden Clarke,23,0,0.0
13,Brayden Clarke,24,0,0.0
13,Brayden Clarke,25,0,0.0
13,Brayden Clarke,26,0,0.0
13,Brayden Clarke,27,0,0.0
13,Brayden Clarke,28,0,0.0
13,Brayden Clarke,29,0,0.0
14,Maldini Kacurri,6,0,0.0
14,Maldini Kacurri,7,0,0.0
14,Maldini Kacurri,8,0,0.0
14,Maldini Kacurri,9,0,0.0
14,Maldini Kacurri,10,0,0.0
14,Maldini Kacurri,11,0,0.0
14,Maldini Kacurri,12,0,0.0
14,Maldini Kacurri,13,0,0.0
14,Maldini Kacurri,14,0,0.0
14,Maldini Kacurri,15,0,0.0
14,Maldini Kacurri,16,0,0.0
14,Maldini Kacurri,17,0,0.0
14,Maldini Kacurri,18,0,0.0
14,Maldini Kacurri,19,0,0.0
14,Maldini Kacurri,20,0,0.0
14,Maldini Kacurri,21,0,0.0
14,Maldini Kacurri,22,0,0.0
14,Maldini Kacurri,23,0,0.0
14,Maldini Kacurri,24,0,0.0
14,Maldini Kacurri,25,0,0.0
14,Maldini Kacurri,26,0,0.0
14,Maldini Kacurri,27,0,0.0
14,Maldini Kacurri,28,0,0.0
14,Maldini Kacurri,29,0,0.0
15,Josh Nichols,6,0,0.0
15,Josh Nichols,7,0,0.0
15,Josh Nichols,8,0,0.0
15,Josh Nichols,9,0,0.0
15,Josh Nichols,10,0,0.0
15,Josh Nichols,11,0,0.0
15,Josh Nichols,12,0,0.0
15,Josh Nichols,13,0,0.0
15,Josh Nichols,14,0,0.0
15,Josh Nichols,15,0,0.0
15,Josh Nichols,16,0,0.0
15,Josh Nichols,17,0,0.0
15,Josh Nichols,18,0,0.0
15,Josh Nichols,19,0,0.0
15,Josh Nichols,20,0,0.0
15,Josh Nichols,21,0,0.0
15,Josh Nichols,22,0,0.0
15,Josh Nichols,23,0,0.0
15,Josh Nichols,24,0,0.0
15,Josh Nichols,25,0,0.0
15,Josh Nichols,26,0,0.0
15,Josh Nichols,27,0,0.0
15,Josh Nichols,28,0,0.0
15,Josh Nichols,29,0,0.0
16,Bukayo Saka,6,69,2.0
16,Bukayo Saka,7,90,8.0
16,Bukayo Saka,8,90,7.0
16,Bukayo Saka,9,65,3.0
16,Bukayo Saka,10,90,3.0
16,Bukayo Saka,11,90,12.0
16,Bukayo Saka,12,90,4.0
16,Bukayo Saka,13,90,5.0
16,Bukayo Saka,14,29,6.0
16,Bukayo Saka,15,78,4.0
16,Bukayo Saka,16,90,11.0
16,Bukayo Saka,17,90,3.0
16,Bukayo Saka,18,90,7.0
16,Bukayo Saka,19,82,6.0
16,Bukayo Saka,20,23,4.0
16,Bukayo Saka,21,77,3.0
16,Bukayo Saka,22,33,1.0
16,Bukayo Saka,23,90,2.0
16,Bukayo Saka,24,0,0.0
16,Bukayo Saka,25,0,0.0
16,Bukayo Saka,26,92,13.0
16,Bukayo Saka,27,90,5.0
16,Bukayo Saka,28,90,2.0
16,Bukayo Saka,29,90,9.0
17,Martin Ødegaard,6,8,4.0
17,Martin Ødegaard,7,29,1.0
17,Martin Ødegaard,8,0,0.0
17,Martin Ødegaard,9,0,0.0
17,Martin Ødegaard,10,0,0.0
17,Martin Ødegaard,11,0,0.0
17,Martin Ødegaard,12,0,0.0
17,Martin Ødegaard,13,33,1.0
17,Martin Ødegaard,14,90,3.0
17,Martin Ødegaard,15,90,2.0
17,Martin Ødegaard,16,33,1.0
17,Martin Ødegaard,17,87,3.0
17,Martin Ødegaard,18,90,10.0
17,Martin Ødegaard,19,90,5.0
17,Martin Ødegaard,20,79,7.0
17,Martin Ødegaard,21,77,3.0
17,Martin Ødegaard,22,56,1.0
17,Martin Ødegaard,23,57,4.0
17,Martin Ødegaard,24,29,4.0
17,Martin Ødegaard,25,0,0.0
17,Martin Ødegaard,26,45,1.0
17,Martin Ødegaard,27,13,4.0
17,Martin Ødegaard,28,0,0.0
17,Martin Ødegaard,29,0,0.0
18,Noni Madueke,6,0,0.0
18,Noni Madueke,7,0,0.0
18,Noni Madueke,8,0,0.0
18,Noni Madueke,9,0,0.0
18,Noni Madueke,10,0,0.0
18,Noni Madueke,11,0,0.0
18,Noni Madueke,12,12,1.0
18,Noni Madueke,13,33,1.0
18,Noni Madueke,14,60,3.0
18,Noni Madueke,15,11,1.0
18,Noni Madueke,16,0,0.0
18,Noni Madueke,17,0,0.0
18,Noni Madueke,18,0,0.0
18,Noni Madueke,19,7,1.0
18,Noni Madueke,20,66,2.0
18,Noni Madueke,21,12,1.0
18,Noni Madueke,22,56,1.0
18,Noni Madueke,23,15,1.0
18,Noni Madueke,24,60,14.0
18,Noni Madueke,25,59,1.0
18,Noni Madueke,26,133,13.0
18,Noni Madueke,27,1,1.0
18,Noni Madueke,28,0,0.0
18,Noni Madueke,29,0,0.0
19,Gabriel Martinelli Silva,6,20,1.0
19,Gabriel Martinelli Silva,7,11,1.0
19,Gabriel Martinelli Silva,8,9,1.0
19,Gabriel Martinelli Silva,9,24,1.0
19,Gabriel Martinelli Silva,10,0,0.0
19,Gabriel Martinelli Silva,11,0,0.0
19,Gabriel Martinelli Silva,12,0,0.0
19,Gabriel Martinelli Silva,13,56,1.0
19,Gabriel Martinelli Silva,14,60,3.0
19,Gabriel Martinelli Silva,15,4,1.0
19,Gabriel Martinelli Silva,16,56,1.0
19,Gabriel Martinelli Silva,17,10,0.0
19,Gabriel Martinelli Silva,18,8,1.0
19,Gabriel Martinelli Silva,19,0,0.0
19,Gabriel Martinelli Silva,20,66,5.0
19,Gabriel Martinelli Silva,21,26,0.0
19,Gabriel Martinelli Silva,22,45,1.0
19,Gabriel Martinelli Silva,23,0,0.0
19,Gabriel Martinelli Silva,24,29,4.0
19,Gabriel Martinelli Silva,25,30,4.0
19,Gabriel Martinelli Silva,26,99,3.0
19,Gabriel Martinelli Silva,27,14,1.0
19,Gabriel Martinelli Silva,28,34,1.0
19,Gabriel Martinelli Silva,29,59,1.0
20,Leandro Trossard,6,87,2.0
20,Leandro Trossard,7,74,3.0
20,Leandro Trossard,8,80,10.0
20,Leandro Trossard,9,90,3.0
20,Leandro Trossard,10,90,6.0
20,Leandro Trossard,11,90,9.0
20,Leandro Trossard,12,77,12.0
20,Leandro Trossard,13,0,0.0
20,Leandro Trossard,14,0,0.0
20,Leandro Trossard,15,40,6.0
20,Leandro Trossard,16,33,1.0
20,Leandro Trossard,17,79,3.0
20,Leandro Trossard,18,81,2.0
20,Leandro Trossard,19,90,13.0
20,Leandro Trossard,20,23,1.0
20,Leandro Trossard,21,63,2.0
20,Leandro Trossard,22,45,1.0
20,Leandro Trossard,23,74,2.0
20,Leandro Trossard,24,80,3.0
20,Leandro Trossard,25,88,6.0
20,Leandro Trossard,26,100,3.0
20,Leandro Trossard,27,75,2.0
20,Leandro Trossard,28,55,1.0
20,Leandro Trossard,29,30,1.0
21,Declan Rice,6,90,9.0
21,Declan Rice,7,78,11.0
21,Declan Rice,8,90,3.0
21,Declan Rice,9,81,7.0
21,Declan Rice,10,90,13.0
21,Declan Rice,11,90,2.0
21,Declan Rice,12,90,6.0
21,Declan Rice,13,90,4.0
21,Declan Rice,14,82,3.0
21,Declan Rice,15,90,6.0
21,Declan Rice,16,90,2.0
21,Declan Rice,17,90,11.0
21,Declan Rice,18,90,5.0
21,Declan Rice,19,0,0.0
21,Declan Rice,20,90,17.0
21,Declan Rice,21,90,3.0
21,Declan Rice,22,90,3.0
21,Declan Rice,23,90,1.0
21,Declan Rice,24,90,3.0
21,Declan Rice,25,90,5.0
21,Declan Rice,26,180,14.0
21,Declan Rice,27,90,4.0
21,Declan Rice,28,75,5.0
21,Declan Rice,29,90,3.0
22,Mikel Merino Zazón,6,20,6.0
22,Mikel Merino Zazón,7,11,1.0
22,Mikel Merino Zazón,8,28,1.0
22,Mikel Merino Zazón,9,8,1.0
22,Mikel Merino Zazón,10,45,1.0
22,Mikel Merino Zazón,11,90,5.0
22,Mikel Merino Zazón,12,87,5.0
22,Mikel Merino Zazón,13,90,9.0
22,Mikel Merino Zazón,14,90,13.0
22,Mikel Merino Zazón,15,45,1.0
22,Mikel Merino Zazón,16,32,1.0
22,Mikel Merino Zazón,17,2,1.0
22,Mikel Merino Zazón,18,90,2.0
22,Mikel Merino Zazón,19,72,2.0
22,Mikel Merino Zazón,20,10,1.0
22,Mikel Merino Zazón,21,0,0.0
22,Mikel Merino Zazón,22,33,1.0
22,Mikel Merino Zazón,23,32,7.0
22,Mikel Merino Zazón,24,0,0.0
22,Mikel Merino Zazón,25,0,0.0
22,Mikel Merino Zazón,26,0,0.0
22,Mikel Merino Zazón,27,0,0.0
22,Mikel Merino Zazón,28,0,0.0
22,Mikel Merino Zazón,29,0,0.0
23,Fábio Ferreira Vieira,6,0,0.0
23,Fábio Ferreira Vieira,7,0,0.0
23,Fábio Ferreira Vieira,8,0,0.0
23,Fábio Ferreira Vieira,9,0,0.0
23,Fábio Ferreira Vieira,10,0,0.0
23,Fábio Ferreira Vieira,11,0,0.0
23,Fábio Ferreira Vieira,12,0,0.0
23,Fábio Ferreira Vieira,13,0,0.0
23,Fábio Ferreira Vieira,14,0,0.0
23,Fábio Ferreira Vieira,15,0,0.0
23,Fábio Ferreira Vieira,16,0,0.0
23,Fábio Ferreira Vieira,17,0,0.0
23,Fábio Ferreira Vieira,18,0,0.0
23,Fábio Ferreira Vieira,19,0,0.0
23,Fábio Ferreira Vieira,20,0,0.0
23,Fábio Ferreira Vieira,21,0,0.0
23,Fábio Ferreira Vieira,22,0,0.0
23,Fábio Ferreira Vieira,23,0,0.0
23,Fábio Ferreira Vieira,24,0,0.0
23,Fábio Ferreira Vieira,25,0,0.0
23,Fábio Ferreira Vieira,26,0,0.0
23,Fábio Ferreira Vieira,27,0,0.0
23,Fábio Ferreira Vieira,28,0,0.0
23,Fábio Ferreira Vieira,29,0,0.0
24,Christian Nørgaard,6,0,0.0
24,Christian Nørgaard,7,0,0.0
24,Christian Nørgaard,8,1,1.0
24,Christian Nørgaard,9,0,0.0
24,Christian Nørgaard,10,13,1.0
24,Christian Nørgaard,11,0,0.0
24,Christian Nørgaard,12,0,0.0
24,Christian Nørgaard,13,0,0.0
24,Christian Nørgaard,14,0,0.0
24,Christian Nørgaard,15,0,0.0
24,Christian Nørgaard,16,0,0.0
24,Christian Nørgaard,17,0,0.0
24,Christian Nørgaard,18,0,0.0
24,Christian Nørgaard,19,17,1.0
24,Christian Nørgaard,20,0,0.0
24,Christian Nørgaard,21,0,0.0
24,Christian Nørgaard,22,0,0.0
24,Christian Nørgaard,23,0,0.0
24,Christian Nørgaard,24,0,0.0
24,Christian Nørgaard,25,1,1.0
24,Christian Nørgaard,26,0,0.0
24,Christian Nørgaard,27,0,0.0
24,Christian Nørgaard,28,14,1.0
24,Christian Nørgaard,29,10,1.0
25,Ethan Nwaneri,6,0,0.0
25,Ethan Nwaneri,7,15,1.0
25,Ethan Nwaneri,8,0,0.0
25,Ethan Nwaneri,9,0,0.0
25,Ethan Nwaneri,10,18,1.0
25,Ethan Nwaneri,11,0,0.0
25,Ethan Nwaneri,12,2,1.0
25,Ethan Nwaneri,13,0,0.0
25,Ethan Nwaneri,14,0,0.0
25,Ethan Nwaneri,15,0,0.0
25,Ethan Nwaneri,16,0,0.0
25,Ethan Nwaneri,17,0,0.0
25,Ethan Nwaneri,18,0,0.0
25,Ethan Nwaneri,19,0,0.0
25,Ethan Nwaneri,20,0,0.0
25,Ethan Nwaneri,21,0,0.0
25,Ethan Nwaneri,22,0,0.0
25,Ethan Nwaneri,23,0,0.0
25,Ethan Nwaneri,24,0,0.0
25,Ethan Nwaneri,25,0,0.0
25,Ethan Nwaneri,26,0,0.0
25,Ethan Nwaneri,27,0,0.0
25,Ethan Nwaneri,28,0,0.0
25,Ethan Nwaneri,29,0,0.0
26,Martín Zubimendi Ibáñez,6,81,2.0
26,Martín Zubimendi Ibáñez,7,60,3.0
26,Martín Zubimendi Ibáñez,8,90,3.0
26,Martín Zubimendi Ibáñez,9,90,5.0
26,Martín Zubimendi Ibáñez,10,76,3.0
26,Martín Zubimendi Ibáñez,11,90,5.0
26,Martín Zubimendi Ibáñez,12,90,2.0
26,Martín Zubimendi Ibáñez,13,56,0.0
26,Martín Zubimendi Ibáñez,14,90,3.0
26,Martín Zubimendi Ibáñez,15,90,2.0
26,Martín Zubimendi Ibáñez,16,57,1.0
26,Martín Zubimendi Ibáñez,17,90,3.0
26,Martín Zubimendi Ibáñez,18,90,2.0
26,Martín Zubimendi Ibáñez,19,90,8.0
26,Martín Zubimendi Ibáñez,20,90,3.0
26,Martín Zubimendi Ibáñez,21,90,5.0
26,Martín Zubimendi Ibáñez,22,78,3.0
26,Martín Zubimendi Ibáñez,23,57,1.0
26,Martín Zubimendi Ibáñez,24,90,10.0
26,Martín Zubimendi Ibáñez,25,90,10.0
26,Martín Zubimendi Ibáñez,26,180,6.0
26,Martín Zubimendi Ibáñez,27,90,2.0
26,Martín Zubimendi Ibáñez,28,90,2.0
26,Martín Zubimendi Ibáñez,29,79,3.0
27,Reiss Nelson,6,0,0.0
27,Reiss Nelson,7,0,0.0
27,Reiss Nelson,8,0,0.0
27,Reiss Nelson,9,0,0.0
27,Reiss Nelson,10,15,1.0
27,Reiss Nelson,11,1,1.0
27,Reiss Nelson,12,0,0.0
27,Reiss Nelson,13,15,1.0
27,Reiss Nelson,14,0,0.0
27,Reiss Nelson,15,0,0.0
27,Reiss Nelson,16,0,0.0
27,Reiss Nelson,17,0,0.0
27,Reiss Nelson,18,1,1.0
27,Reiss Nelson,19,10,1.0
27,Reiss Nelson,20,0,0.0
27,Reiss Nelson,21,8,1.0
27,Reiss Nelson,22,0,0.0
27,Reiss Nelson,23,0,0.0
27,Reiss Nelson,24,0,0.0
27,Reiss Nelson,25,0,0.0
27,Reiss Nelson,26,0,0.0
27,Reiss Nelson,27,0,0.0
27,Reiss Nelson,28,0,0.0
27,Reiss Nelson,29,0,0.0
28,Ismeal Kabia,6,0,0.0
28,Ismeal Kabia,7,0,0.0
28,Ismeal Kabia,8,0,0.0
28,Ismeal Kabia,9,0,0.0
28,Ismeal Kabia,10,0,0.0
28,Ismeal Kabia,11,0,0.0
28,Ismeal Kabia,12,0,0.0
28,Ismeal Kabia,13,0,0.0
28,Ismeal Kabia,14,0,0.0
28,Ismeal Kabia,15,0,0.0
28,Ismeal Kabia,16,0,0.0
28,Ismeal Kabia,17,0,0.0
28,Ismeal Kabia,18,0,0.0
28,Ismeal Kabia,19,0,0.0
28,Ismeal Kabia,20,0,0.0
28,Ismeal Kabia,21,0,0.0
28,Ismeal Kabia,22,0,0.0
28,Ismeal Kabia,23,0,0.0
28,Ismeal Kabia,24,0,0.0
28,Ismeal Kabia,25,0,0.0
28,Ismeal Kabia,26,0,0.0
28,Ismeal Kabia,27,0,0.0
28,Ismeal Kabia,28,0,0.0
28,Ismeal Kabia,29,0,0.0
29,Albert Sambi Lokonga,6,0,0.0
29,Albert Sambi Lokonga,7,0,0.0
29,Albert Sambi Lokonga,8,0,0.0
29,Albert Sambi Lokonga,9,0,0.0
29,Albert Sambi Lokonga,10,0,0.0
29,Albert Sambi Lokonga,11,0,0.0
29,Albert Sambi Lokonga,12,0,0.0
29,Albert Sambi Lokonga,13,0,0.0
29,Albert Sambi Lokonga,14,0,0.0
29,Albert Sambi Lokonga,15,0,0.0
29,Albert Sambi Lokonga,16,0,0.0
