slice,n,mae,rmse,within_1_pct,actual_mean,pred_mean,actual_ge6_pct,pred_ge6_pct
overall,29675,1.2689202735912257,2.10674296515355,63.13395113732098,1.1554170176916596,2.0973686863201366,6.941870261162594,10.19039595619208
0-2,25461,1.1254334461630737,1.9690612844045325,68.29268292682927,0.3556026864616472,1.4606722522610895,0.0,4.775931817289187
3-5,2154,1.8396733538208732,2.353742749368988,35.42246982358403,3.747910863509749,5.251836424034535,0.0,29.108635097493035
6-9,1550,1.7418381187608165,2.170713682075,35.483870967741936,7.076774193548387,6.362684016573813,100.0,51.54838709677419
10+,510,4.584397368337594,5.193147283433992,6.666666666666667,12.13921568627451,7.59730131111893,100.0,74.90196078431373
position_DEF,9711,1.4418165667586413,2.3246006836133093,59.10822778292658,1.238595407270106,2.3105270042721893,9.123674183915147,12.418906394810008
position_FWD,3271,1.575043694618957,2.3839875252847853,56.34362580250688,1.281565270559462,2.530717986267684,7.4594925099358,15.010700091715071
position_GK,3418,0.8617787471361855,1.6414370967492788,75.9801053247513,0.7492685781158572,1.4134063926221128,5.705090696313634,4.768870684610883
position_MID,13275,1.1718418648750557,1.9683551719701884,64.44444444444444,1.168060263653484,2.0107635740112126,5.536723163841808,8.768361581920905
